name,fips,mi2
"Stearns, MN",27145,1389.99
"Hancock, MS",28045,552.56
"Union, MS",28145,416.91
"Clark, MO",29045,511.93
"Newton, MO",29145,626.72
"Judith Basin, MT",30045,1870.75
"Dawes, NE",31045,1400.9
"Red Willow, NE",31145,718.1
"San Juan, NM",35045,5538.71
"Jefferson, NY",36045,1857.35
"Cleveland, NC",37045,468.31
"Person, NC",37145,404.1
"LaMoure, ND",38045,1150.86
"Fairfield, OH",39045,508.58
"Scioto, OH",39145,616.12
"Ellis, OK",40045,1231.94
"Wagoner, OK",40145,591.01
"Malheur, OR",41045,9930.51
"Delaware, PA",42045,190.77
"Greenville, SC",45045,797.01
"Edmunds, SD",46045,1151.23
"Dyer, TN",47045,526.52
"Roane, TN",47145,394.99
"Briscoe, TX",48045,901.64
"Falls, TX",48145,773.86
"Jefferson, TX",48245,1111.32
"Motley, TX",48345,989.87
"Terry, TX",48445,890.96
"Tooele, UT",49045,7287.73
"Craig, VA",51045,330.07
"Powhatan, VA",51145,262.42
"Mason, WA",53045,1051.09
"Logan, WV",54045,455.63
"Green, WI",55045,584.62
"Weston, WY",56045,2400.13
"Dallas, AL",1047,993.46
"Franklin, AR",5047,619.72
"Woodruff, AR",5147,594.09
"Merced, CA",6047,1972.02
"Gilpin, CO",8047,150.26
"Hamilton, FL",12047,519.35
"Catoosa, GA",13047,162.67
"Hart, GA",13147,256.43
"Rockdale, GA",13247,132.13
"Gooding, ID",16047,733.89
"Edwards, IL",17047,222.67
"Piatt, IL",17147,440.35
"Franklin, IN",18047,391.36
"Spencer, IN",18147,401.26
"Crawford, IA",19047,715.04
"Palo Alto, IA",19147,569.45
"Edwards, KS",20047,622.13
"Phillips, KS",20147,894.84
"Christian, KY",21047,724.05
"McCreary, KY",21147,430.67
"Iberville, LA",22047,652.88
"Worcester, MD",24047,694.78
"Emmet, MI",26047,882.33
"St. Clair, MI",26147,832.55
"Freeborn, MN",27047,722.66
"Steele, MN",27147,432.18
"Harrison, MS",28047,976.18
"Walthall, MS",28147,404.47
"Clay, MO",29047,409.16
"Nodaway, MO",29147,877.81
"Lake, MT",30047,1653.75
"Dawson, NE",31047,1019.34
"Richardson, NE",31147,555.98
"San Miguel, NM",35047,4736
"Kings, NY",36047,96.87
"Columbus, NC",37047,953.64
"Pitt, NC",37147,654.81
"Logan, ND",38047,1011.14
"Fayette, OH",39047,407.11
"Seneca, OH",39147,552.41
"Garfield, OK",40047,1060
"Washington, OK",40147,424.19
"Marion, OR",41047,1195.2
"Elk, PA",42047,832.27
"Greenwood, SC",45047,462.95
"Fall River, SD",46047,1749.24
"Fayette, TN",47047,706.27
"Robertson, TN",47147,476.72
"Brooks, TX",48047,943.67
"Fannin, TX",48147,899.23
"Jim Hogg, TX",48247,1136.24
"Nacogdoches, TX",48347,981.41
"Throckmorton, TX",48447,915.54
"Uintah, UT",49047,4499.21
"Culpeper, VA",51047,382.32
"Prince Edward, VA",51147,353.87
"Okanogan, WA",53047,5315.38
"McDowell, WV",54047,534.94
"Green Lake, WI",55047,380.46
"DeKalb, AL",1049,778.71
"Fulton, AR",5049,620.36
"Yell, AR",5149,948.89
"Modoc, CA",6049,4203.62
"Grand, CO",8049,1869.7
"Hardee, FL",12049,638.38
"Charlton, GA",13049,783.01
"Heard, GA",13149,301.11
"Schley, GA",13249,167.83
"Idaho, ID",16049,8502.78
"Effingham, IL",17049,479.93
"Pike, IL",17149,848.92
"Fulton, IN",18049,371.39
"Starke, IN",18149,312.33
"Dallas, IA",19049,591.77
"Plymouth, IA",19149,864.02
"Elk, KS",20049,650.41
"Pottawatomie, KS",20149,862.12
"Clark, KY",21049,255.18
"McLean, KY",21149,256.19
"Jackson, LA",22049,580.38
"Genesee, MI",26049,649.37
"St. Joseph, MI",26149,521.18
"Goodhue, MN",27049,780.47
"Stevens, MN",27149,575.27
"Hinds, MS",28049,877.41
"Warren, MS",28149,618.82
"Clinton, MO",29049,423.5
"Oregon, MO",29149,791.65
"Lewis and Clark, MT",30049,3497.63
"Deuel, NE",31049,440.83
"Rock, NE",31149,1011.91
"Santa Fe, NM",35049,1910.95
"Lewis, NY",36049,1289.99
"Craven, NC",37049,761.82
"Polk, NC",37149,238.58
"McHenry, ND",38049,1911.83
"Franklin, OH",39049,543.35
"Shelby, OH",39149,411.06
"Garvin, OK",40049,813.73
"Washita, OK",40149,1009.14
"Morrow, OR",41049,2048.68
"Erie, PA",42049,1558.49
"Hampton, SC",45049,562.72
"Faulk, SD",46049,1005.77
"Fentress, TN",47049,499
"Rutherford, TN",47149,624
"Brown, TX",48049,957.03
"Fayette, TX",48149,959.92
"Jim Wells, TX",48249,868.3
"Navarro, TX",48349,1086.27
"Titus, TX",48449,425.72
"Utah, UT",49049,2141.06
"Cumberland, VA",51049,299.76
"Prince George, VA",51149,281.55
"Pacific, WA",53049,1223.58
"Marion, WV",54049,311.51
"Iowa, WI",55049,768.16
"Bethel, AK",2050,45954.59
"Kodiak Island, AK",2150,11845.9
"Chesapeake, VA",51550,350.92
"Hampton, VA",51650,128.56
"Radford, VA",51750,10.19
"Elmore, AL",1051,657.26
"Garland, AR",5051,734.61
"Mono, CA",6051,3131.89
"Gunnison, CO",8051,3259.94
"Hendry, FL",12051,1189.89
"Chatham, GA",13051,646.32
"Henry, GA",13151,324.49
"Screven, GA",13251,655.66
"Jefferson, ID",16051,1105.62
"Fayette, IL",17051,725.39
"Pope, IL",17151,374.65
"Gibson, IN",18051,499.08
"Steuben, IN",18151,322.5
"Davis, IA",19051,504.93
"Pocahontas, IA",19151,579.17
"Ellis, KS",20051,900.52
"Pratt, KS",20151,735.79
"Clay, KY",21051,471.09
"Madison, KY",21151,443.14
"Jefferson, LA",22051,642.42
"Gladwin, MI",26051,516.46
"Sanilac, MI",26151,1590.64
"Grant, MN",27051,575.21
"Swift, MN",27151,752.39
"Holmes, MS",28051,764.24
"Washington, MS",28151,761.31
"Cole, MO",29051,399.11
"Osage, MO",29151,613.44
"Liberty, MT",30051,1447.18
"Dixon, NE",31051,482.75
"Saline, NE",31151,576.08
"Sierra, NM",35051,4236.59
"Livingston, NY",36051,640.49
"Cumberland, NC",37051,658.5
"Randolph, NC",37151,789.97
"McIntosh, ND",38051,995.12
"Fulton, OH",39051,407.36
"Stark, OH",39151,580.94
"Grady, OK",40051,1105.38
"Woods, OK",40151,1290.14
"Multnomah, OR",41051,465.7
"Fayette, PA",42051,797.99
"Horry, SC",45051,1255
"Grant, SD",46051,687.95
"Franklin, TN",47051,574.37
"Scott, TN",47151,533.25
"Burleson, TX",48051,677.83
"Fisher, TX",48151,901.82
"Johnson, TX",48251,734.43
"Newton, TX",48351,939.57
"Tom Green, TX",48451,1540.63
"Wasatch, UT",49051,1209.24
"Dickenson, VA",51051,334.57
"Pend Oreille, WA",53051,1425.34
"Marshall, WV",54051,312.2
"Iron, WI",55051,919.29
"Escambia, AL",1053,953.04
"Grant, AR",5053,633.06
"Monterey, CA",6053,3771.11
"Hinsdale, CO",8053,1123.22
"Hernando, FL",12053,589.12
"Chattahoochee, GA",13053,251.19
"Houston, GA",13153,379.87
"Seminole, GA",13253,256.58
"Jerome, ID",16053,601.91
"Ford, IL",17053,486.44
"Pulaski, IL",17153,203.34
"Grant, IN",18053,414.84
"Sullivan, IN",18153,454.08
"Decatur, IA",19053,533.36
"Polk, IA",19153,591.94
"Ellsworth, KS",20053,723.47
"Rawlins, KS",20153,1069.79
"Clinton, KY",21053,205.55
"Magoffin, KY",21153,309.46
"Jefferson Davis, LA",22053,658.62
"Gogebic, MI",26053,1476.54
"Schoolcraft, MI",26153,1883.79
"Hennepin, MN",27053,606.43
"Todd, MN",27153,979.39
"Humphreys, MS",28053,431.2
"Wayne, MS",28153,813.54
"Cooper, MO",29053,570.25
"Ozark, MO",29153,755.13
"Lincoln, MT",30053,3675.22
"Dodge, NE",31053,543.98
"Sarpy, NE",31153,247.29
"Socorro, NM",35053,6649.06
"Madison, NY",36053,661.56
"Currituck, NC",37053,525.68
"Richmond, NC",37153,479.64
"McKenzie, ND",38053,2861.05
"Gallia, OH",39053,471.16
"Summit, OH",39153,420.1
"Grant, OK",40053,1003.67
"Woodward, OK",40153,1246.09
"Polk, OR",41053,744.21
"Forest, PA",42053,431.42
"Jasper, SC",45053,685.84
"Gregory, SD",46053,1053.51
"Gibson, TN",47053,603.64
"Sequatchie, TN",47153,266.04
"Burnet, TX",48053,1020.18
"Floyd, TX",48153,992.57
"Jones, TX",48253,937.21
"Nolan, TX",48353,914.01
"Travis, TX",48453,1022.19
"Washington, UT",49053,2430.07
"Dinwiddie, VA",51053,507.04
"Prince William, VA",51153,349.05
"Pierce, WA",53053,1806.67
"Mason, WV",54053,444.84
"Jackson, WI",55053,1000.08
"Etowah, AL",1055,548.81
"Greene, AR",5055,579.69
"Napa, CA",6055,788.34
"Huerfano, CO",8055,1593.36
"Highlands, FL",12055,1106.36
"Chattooga, GA",13055,313.97
"Irwin, GA",13155,362.75
"Spalding, GA",13255,199.61
"Kootenai, ID",16055,1315.77
"Franklin, IL",17055,431.42
"Putnam, IL",17155,172.25
"Greene, IN",18055,545.95
"Switzerland, IN",18155,223.54
"Delaware, IA",19055,579.08
"Pottawattamie, IA",19155,960.01
"Finney, KS",20055,1302.69
"Reno, KS",20155,1271.33
"Crittenden, KY",21055,370.97
"Marion, KY",21155,346.89
"Lafayette, LA",22055,270.32
"Grand Traverse, MI",26055,601.17
"Shiawassee, MI",26155,540.78
"Houston, MN",27055,568.95
"Traverse, MN",27155,586
"Issaquena, MS",28055,441.4
"Webster, MS",28155,423.38
"Crawford, MO",29055,743.82
"Pemiscot, MO",29155,512.44
"McCone, MT",30055,2682.84
"Douglas, NE",31055,339.65
"Saunders, NE",31155,758.91
"Taos, NM",35055,2204.77
"Monroe, NY",36055,1365.95
"Dare, NC",37055,1561.59
"Robeson, NC",37155,951.07
"McLean, ND",38055,2328.27
"Geauga, OH",39055,408.71
"Trumbull, OH",39155,634.08
"Greer, OK",40055,643.71
"Sherman, OR",41055,831.29
"Franklin, PA",42055,772.69
"Kershaw, SC",45055,740.31
"Haakon, SD",46055,1827.37
"Giles, TN",47055,611.22
"Sevier, TN",47155,597.77
"Caldwell, TX",48055,547.46
"Foard, TX",48155,707.74
"Karnes, TX",48255,753.58
"Nueces, TX",48355,1166.58
"Trinity, TX",48455,714.05
"Wayne, UT",49055,2466.61
"Pulaski, VA",51155,329.6
"San Juan, WA",53055,621.09
"Mercer, WV",54055,420.71
"Jefferson, WI",55055,582.8
"Fayette, AL",1057,629.38
"Hempstead, AR",5057,741.42
"Nevada, CA",6057,974.54
"Jackson, CO",8057,1621.05
"Hillsborough, FL",12057,1266.36
"Cherokee, GA",13057,434.03
"Jackson, GA",13157,343.02
"Stephens, GA",13257,184.24
"Latah, ID",16057,1076.94
"Fulton, IL",17057,882.66
"Randolph, IL",17157,597.29
"Hamilton, IN",18057,402.75
"Tippecanoe, IN",18157,503.12
"Des Moines, IA",19057,429.83
"Poweshiek, IA",19157,586.22
"Ford, KS",20057,1099.35
"Republic, KS",20157,720.36
"Cumberland, KY",21057,310.87
"Marshall, KY",21157,340.33
"Lafourche, LA",22057,1472.3
"Gratiot, MI",26057,571.64
"Tuscola, MI",26157,913.83
"Hubbard, MN",27057,999.44
"Wabasha, MN",27157,549.85
"Itawamba, MS",28057,540.46
"Wilkinson, MS",28157,687.71
"Dade, MO",29057,506.34
"Perry, MO",29157,484.3
"Madison, MT",30057,3602.93
"Dundy, NE",31057,920.84
"Scotts Bluff, NE",31157,745.57
"Torrance, NM",35057,3346.1
"Montgomery, NY",36057,410.35
"Davidson, NC",37057,566.81
"Rockingham, NC",37157,572.35
"Mercer, ND",38057,1112.49
"Greene, OH",39057,416.24
"Tuscarawas, OH",39157,571.53
"Harmon, OK",40057,538.6
"Tillamook, OR",41057,1332.86
"Fulton, PA",42057,438.06
"Lancaster, SC",45057,555.32
"Hamlin, SD",46057,537.99
"Grainger, TN",47057,302.46
"Shelby, TN",47157,783.69
"Calhoun, TX",48057,1032.24
"Fort Bend, TX",48157,886.11
"Kaufman, TX",48257,806.87
"Ochiltree, TX",48357,918.14
"Tyler, TX",48457,935.77
"Weber, UT",49057,659.49
"Essex, VA",51057,285.92
"Rappahannock, VA",51157,266.86
"Skagit, WA",53057,1920.49
"Mineral, WV",54057,329.16
"Juneau, WI",55057,804.22
"Franklin, AL",1059,646.55
"Hot Spring, AR",5059,622.2
"Orange, CA",6059,947.91
"Jefferson, CO",8059,778.2
"Holmes, FL",12059,488.75
"Clarke, GA",13059,121.29
"Jasper, GA",13159,373.6
"Stewart, GA",13259,463.26
"Lemhi, ID",16059,4569.68
"Gallatin, IL",17059,328.42
"Richland, IL",17159,362.03
"Hancock, IN",18059,306.75
"Tipton, IN",18159,260.43
"Dickinson, IA",19059,403.71
"Ringgold, IA",19159,538.96
"Franklin, KS",20059,576.7
"Rice, KS",20159,728.33
"Daviess, KY",21059,476.3
"Martin, KY",21159,230.83
"La Salle, LA",22059,662.42
"Hillsdale, MI",26059,607.18
"Van Buren, MI",26159,1090.28
"Isanti, MN",27059,451.9
"Wadena, MN",27159,543.02
"Jackson, MS",28059,1043.36
"Winston, MS",28159,610.15
"Dallas, MO",29059,542.87
"Pettis, MO",29159,686.38
"Meagher, MT",30059,2394.87
"Fillmore, NE",31059,576.66
"Seward, NE",31159,575.74
"Union, NM",35059,3831
"Nassau, NY",36059,453.32
"Davie, NC",37059,266.89
"Rowan, NC",37159,523.89
"Morton, ND",38059,1945.39
"Guernsey, OH",39059,528.33
"Union, OH",39159,437
"Harper, OK",40059,1041.02
"Umatilla, OR",41059,3231.34
"Greene, PA",42059,577.99
"Laurens, SC",45059,722.02
"Hand, SD",46059,1440.34
"Greene, TN",47059,624.27
"Smith, TN",47159,325.38
"Callahan, TX",48059,901.34
"Franklin, TX",48159,294.79
"Kendall, TX",48259,663.1
"Oldham, TX",48359,1501.53
"Upshur, TX",48459,592.72
"Fairfax, VA",51059,406.81
"Richmond, VA",51159,216.4
"Skamania, WA",53059,1683.95
"Mingo, WV",54059,423.66
"Kenosha, WI",55059,754.36
"Bristol Bay, AK",2060,917.61
"Clifton Forge, VA",51560,3.1
"Harrisonburg, VA",51660,17.59
"Richmond, VA",51760,62.61
"Geneva, AL",1061,578.96
"Valdez-Cordova, AK",2261,43515.67
"Howard, AR",5061,595.24
"Placer, CA",6061,1500.24
"Kiowa, CO",8061,1785.87
"Indian River, FL",12061,616.97
"Clay, GA",13061,217.01
"Jeff Davis, GA",13161,335.46
"Sumter, GA",13261,492.58
"Lewis, ID",16061,479.83
"Greene, IL",17061,546.37
"Rock Island, IL",17161,451.19
"Harrison, IN",18061,486.91
"Union, IN",18161,165.26
"Dubuque, IA",19061,616.63
"Sac, IA",19161,578.42
"Geary, KS",20061,403.95
"Riley, KS",20161,622.15
"Edmonson, KY",21061,308.03
"Mason, KY",21161,246.62
"Lincoln, LA",22061,472.3
"Houghton, MI",26061,1501.63
"Washtenaw, MI",26161,722.59
"Itasca, MN",27061,2927.91
"Waseca, MN",27161,432.82
"Jasper, MS",28061,677.49
"Yalobusha, MS",28161,495.03
"Daviess, MO",29061,569.12
"Phelps, MO",29161,674.32
"Mineral, MT",30061,1223.43
"Franklin, NE",31061,576.13
"Sheridan, NE",31161,2470.12
"Valencia, NM",35061,1068.29
"New York, NY",36061,33.68
"Duplin, NC",37061,819.15
"Rutherford, NC",37161,565.98
"Mountrail, ND",38061,1941.16
"Hamilton, OH",39061,412.81
"Van Wert, OH",39161,410.51
"Haskell, OK",40061,625.29
"Union, OR",41061,2038.4
"Huntingdon, PA",42061,890.3
"Lee, SC",45061,411.33
"Hanson, SD",46061,435.67
"Grundy, TN",47061,361.17
"Stewart, TN",47161,493.22
"Cameron, TX",48061,1276.42
"Freestone, TX",48161,892.2
"Kenedy, TX",48261,1945.6
"Orange, TX",48361,379.56
"Upton, TX",48461,1241.93
"Fauquier, VA",51061,651.83
"Roanoke, VA",51161,250.84
"Snohomish, WA",53061,2196.53
"Monongalia, WV",54061,365.91
"Kewaunee, WI",55061,1084.61
"Greene, AL",1063,659.99
"Independence, AR",5063,771.64
"Plumas, CA",6063,2613.75
"Kit Carson, CO",8063,2161.71
"Jackson, FL",12063,954.67
"Clayton, GA",13063,144.29
"Jefferson, GA",13163,529.6
"Talbot, GA",13263,394.77
"Lincoln, ID",16063,1205.92
"Grundy, IL",17063,430.44
"St. Clair, IL",17163,673.99
"Hendricks, IN",18063,408.9
"Vanderburgh, IN",18163,235.76
"Emmet, IA",19063,402.4
"Scott, IA",19163,468.2
"Gove, KS",20063,1071.55
"Rooks, KS",20163,895.4
"Elliott, KY",21063,235.22
"Meade, KY",21163,324.24
"Livingston, LA",22063,702.89
"Huron, MI",26063,2137.25
"Wayne, MI",26163,672.26
"Jackson, MN",27063,719.51
"Washington, MN",27163,423.19
"Jefferson, MS",28063,527.24
"Yazoo, MS",28163,934.2
"DeKalb, MO",29063,425.8
"Pike, MO",29163,684.84
"Missoula, MT",30063,2618.39
"Frontier, NE",31063,980.11
"Sherman, NE",31163,571.66
"Niagara, NY",36063,1139.89
"Durham, NC",37063,298.12
"Sampson, NC",37163,947.51
"Nelson, ND",38063,1008.8
"Hancock, OH",39063,533.64
"Vinton, OH",39163,414.99
"Hughes, OK",40063,814.69
"Wallowa, OR",41063,3151.78
"Indiana, PA",42063,834.35
"Lexington, SC",45063,759.49
"Harding, SD",46063,2677.64
"Hamblen, TN",47063,175.78
"Sullivan, TN",47163,429.71
"Camp, TX",48063,203.21
"Frio, TX",48163,1134.39
"Kent, TX",48263,902.97
"Palo Pinto, TX",48363,985.56
"Uvalde, TX",48463,1558.71
"Floyd, VA",51063,381.49
"Rockbridge, VA",51163,601.02
"Spokane, WA",53063,1780.82
"Monroe, WV",54063,473.68
"La Crosse, WI",55063,479.96
"Lake and Peninsula, AK",2164,29008.24
"Hale, AL",1065,656.52
"Izard, AR",5065,584.07
"Riverside, CA",6065,7303.81
"Lake, CO",8065,383.93
"Jefferson, FL",12065,636.68
"Clinch, GA",13065,824.24
"Jenkins, GA",13165,352.48
"Taliaferro, GA",13265,195.48
"Madison, ID",16065,473.39
"Hamilton, IL",17065,435.86
"Saline, IL",17165,386.99
"Henry, IN",18065,394.93
"Vermillion, IN",18165,259.95
"Fayette, IA",19065,731.47
"Shelby, IA",19165,591.4
"Graham, KS",20065,898.72
"Rush, KS",20165,718.45
"Estill, KY",21065,255.72
"Menifee, KY",21165,206.04
"Madison, LA",22065,650.59
"Ingham, MI",26065,560.98
"Wexford, MI",26165,575.88
"Kanabec, MN",27065,533.41
"Watonwan, MN",27165,439.93
"Jefferson Davis, MS",28065,409.14
"Dent, MO",29065,754.56
"Platte, MO",29165,427.26
"Musselshell, MT",30065,1870.94
"Furnas, NE",31065,720.53
"Sioux, NE",31165,2067.43
"Oneida, NY",36065,1257.16
"Edgecombe, NC",37065,506.61
"Scotland, NC",37165,320.65
"Oliver, ND",38065,731.23
"Hardin, OH",39065,470.55
"Warren, OH",39165,407.14
"Jackson, OK",40065,804.22
"Wasco, OR",41065,2395.46
"Jefferson, PA",42065,656.91
"McCormick, SC",45065,393.89
"Hughes, SD",46065,800.35
"Hamilton, TN",47065,575.76
"Sumner, TN",47165,543.16
"Carson, TX",48065,924.15
"Gaines, TX",48165,1502.91
"Kerr, TX",48265,1107.76
"Panola, TX",48365,821.39
"Val Verde, TX",48465,3232.7
"Fluvanna, VA",51065,290.23
"Rockingham, VA",51165,853.35
"Stevens, WA",53065,2540.66
"Morgan, WV",54065,229.69
"Lafayette, WI",55065,634.62
"Henry, AL",1067,568.38
"Jackson, AR",5067,641.5
"Sacramento, CA",6067,995.65
"La Plata, CO",8067,1700.03
"Lafayette, FL",12067,547.96
"Cobb, GA",13067,344.54
"Johnson, GA",13167,306.54
"Tattnall, GA",13267,488.27
"Minidoka, ID",16067,763.03
"Hancock, IL",17067,814.58
"Sangamon, IL",17167,877.11
"Howard, IN",18067,293.94
"Vigo, IN",18167,410.5
"Floyd, IA",19067,501.33
"Sioux, IA",19167,768.65
"Grant, KS",20067,575.1
"Russell, KS",20167,899.03
"Fayette, KY",21067,285.53
"Mercer, KY",21167,253.13
"Morehouse, LA",22067,805.26
"Ionia, MI",26067,580.26
"Kandiyohi, MN",27067,862.01
"Wilkin, MN",27167,751.67
"Jones, MS",28067,699.79
"Douglas, MO",29067,814.67
"Polk, MO",29167,642.51
"Park, MT",30067,2666.73
"Gage, NE",31067,859.99
"Stanton, NE",31167,431.08
"Onondaga, NY",36067,805.73
"Forsyth, NC",37067,412.91
"Stanly, NC",37167,404.3
"Pembina, ND",38067,1121.78
"Harrison, OH",39067,410.81
"Washington, OH",39167,640.18
"Jefferson, OK",40067,773.88
"Washington, OR",41067,726.43
"Juniata, PA",42067,393.61
"Marion, SC",45067,494.11
"Hutchinson, SD",46067,814.45
"Hancock, TN",47067,223.51
"Tipton, TN",47167,474.76
"Cass, TX",48067,960.41
"Galveston, TX",48167,876.46
"Kimble, TX",48267,1251.02
"Parker, TX",48367,910.15
"Van Zandt, TX",48467,859.56
"Franklin, VA",51067,711.6
"Russell, VA",51167,476.78
"Thurston, WA",53067,773.68
"Nicholas, WV",54067,654.45
"Langlade, WI",55067,887.95
"Denali, AK",2068,0
"Houston, AL",1069,581.71
"Jefferson, AR",5069,913.75
"San Benito, CA",6069,1390.81
"Larimer, CO",8069,2634
"Lake, FL",12069,1156.51
"Coffee, GA",13069,602.67
"Jones, GA",13169,395.41
"Taylor, GA",13269,379.65
"Nez Perce, ID",16069,856.4
"Hardin, IL",17069,181.54
"Schuyler, IL",17169,441.43
"Huntington, IN",18069,387.95
"Wabash, IN",18169,421.1
"Franklin, IA",19069,583.06
"Story, IA",19169,573.73
"Gray, KS",20069,869.39
"Saline, KS",20169,721.32
"Fleming, KY",21069,351.49
"Metcalfe, KY",21169,290.98
"Natchitoches, LA",22069,1299.38
"Iosco, MI",26069,1890.72
"Kittson, MN",27069,1103.54
"Winona, MN",27169,641.63
"Kemper, MS",28069,767.05
"Dunklin, MO",29069,547.14
"Pulaski, MO",29169,551.44
"Petroleum, MT",30069,1674.05
"Garden, NE",31069,1731.15
"Thayer, NE",31169,575.36
"Ontario, NY",36069,662.46
"Franklin, NC",37069,494.14
"Stokes, NC",37169,455.9
"Pierce, ND",38069,1082.26
"Henry, OH",39069,420
"Wayne, OH",39169,556.34
"Johnston, OK",40069,658.33
"Wheeler, OR",41069,1715.55
"Lackawanna, PA",42069,464.57
"Marlboro, SC",45069,485.3
"Hyde, SD",46069,866.66
"Hardeman, TN",47069,670.44
"Trousdale, TN",47169,116.65
"Castro, TX",48069,899.39
"Garza, TX",48169,896.25
"King, TX",48269,913.38
"Parmer, TX",48369,885.23
"Victoria, TX",48469,888.81
"Frederick, VA",51069,415.66
"Scott, VA",51169,538.66
"Wahkiakum, WA",53069,286.7
"Ohio, WV",54069,108.86
"Lincoln, WI",55069,906.97
"Dillingham, AK",2070,20613.12
"Matanuska-Susitna, AK",2170,25232.41
"Wade Hampton, AK",2270,19680.08
"Colonial Heights, VA",51570,7.79
"Hopewell, VA",51670,10.72
"Roanoke, VA",51770,42.93
"Jackson, AL",1071,1126.82
"Johnson, AR",5071,682.78
"San Bernardino, CA",6071,20106.39
"Las Animas, CO",8071,4775.74
"Lee, FL",12071,1212
"Colquitt, GA",13071,556.59
"Lamar, GA",13171,185.81
"Telfair, GA",13271,444.12
"Oneida, ID",16071,1201.69
"Henderson, IL",17071,395.15
"Scott, IL",17171,252.79
"Jackson, IN",18071,513.79
"Warren, IN",18171,366.63
"Fremont, IA",19071,516.79
"Tama, IA",19171,722.42
"Greeley, KS",20071,778.05
"Scott, KS",20171,717.7
"Floyd, KY",21071,395.49
"Monroe, KY",21171,332.13
"Orleans, LA",22071,350.23
"Iron, MI",26071,1211.16
"Koochiching, MN",27071,3154.35
"Wright, MN",27171,714.42
"Lafayette, MS",28071,679.33
"Franklin, MO",29071,929.64
"Putnam, MO",29171,519.7
"Phillips, MT",30071,5212.22
"Garfield, NE",31071,571.36
"Thomas, NE",31171,713.69
"Orange, NY",36071,838.58
"Gaston, NC",37071,363.85
"Surry, NC",37171,537.81
"Ramsey, ND",38071,1300.93
"Highland, OH",39071,557.89
"Williams, OH",39171,423.08
"Kay, OK",40071,945.2
"Yamhill, OR",41071,718.41
"Lancaster, PA",42071,983.9
"Newberry, SC",45071,647.32
"Jackson, SD",46071,1871.41
"Hardin, TN",47071,596.36
"Unicoi, TN",47171,186.49
"Chambers, TX",48071,868.59
"Gillespie, TX",48171,1061.58
"Kinney, TX",48271,1365.4
"Pecos, TX",48371,4765.11
"Walker, TX",48471,801.51
"Giles, VA",51071,360.97
"Shenandoah, VA",51171,512.56
"Walla Walla, WA",53071,1299.23
"Pendleton, WV",54071,698.21
"Manitowoc, WI",55071,1493.85
"Jefferson, AL",1073,1123.87
"Lafayette, AR",5073,545.11
"San Diego, CA",6073,4525.92
"Lincoln, CO",8073,2586.56
"Leon, FL",12073,701.83
"Columbia, GA",13073,307.8
"Lanier, GA",13173,199.84
"Terrell, GA",13273,337.65
"Owyhee, ID",16073,7697.11
"Henry, IL",17073,825.64
"Shelby, IL",17173,768.09
"Jasper, IN",18073,561.26
"Warrick, IN",18173,390.87
"Greene, IA",19073,571.16
"Taylor, IA",19173,534.85
"Greenwood, KS",20073,1152.66
"Sedgwick, KS",20173,1009.48
"Franklin, KY",21073,212.13
"Montgomery, KY",21173,198.82
"Ouachita, LA",22073,632.76
"Isabella, MI",26073,577.78
"Lac qui Parle, MN",27073,778.09
"Yellow Medicine, MN",27173,763.42
"Lamar, MS",28073,500.52
"Gasconade, MO",29073,524.53
"Ralls, MO",29173,483.84
"Pondera, MT",30073,1639.83
"Gosper, NE",31073,462.77
"Thurston, NE",31173,396.27
"Orleans, NY",36073,817.53
"Gates, NC",37073,345.63
"Swain, NC",37173,540.65
"Ransom, ND",38073,864.18
"Hocking, OH",39073,423.62
"Wood, OH",39173,620.58
"Kingfisher, OK",40073,906.03
"Lawrence, PA",42073,362.78
"Oconee, SC",45073,673.63
"Jerauld, SD",46073,532.67
"Hawkins, TN",47073,499.66
"Union, TN",47173,247.14
"Cherokee, TX",48073,1062.02
"Glasscock, TX",48173,901
"Kleberg, TX",48273,1090.5
"Polk, TX",48373,1109.91
"Waller, TX",48473,518.49
"Gloucester, VA",51073,288.02
"Smyth, VA",51173,452.33
"Whatcom, WA",53073,2503.64
"Pleasants, WV",54073,134.6
"Marathon, WI",55073,1576.24
"Lamar, AL",1075,605.51
"Wrangell, AK",2275,0
"Lawrence, AR",5075,592.39
"San Francisco, CA",6075,231.89
"Logan, CO",8075,1844.96
"Levy, FL",12075,1412.41
"Cook, GA",13075,233.24
"Laurens, GA",13175,818.56
"Thomas, GA",13275,552.13
"Payette, ID",16075,410.19
"Iroquois, IL",17075,1118.11
"Stark, IL",17175,288.23
"Jay, IN",18075,383.84
"Washington, IN",18175,516.57
"Grundy, IA",19075,502.58
"Union, IA",19175,425.98
"Hamilton, KS",20075,997.66
"Seward, KS",20175,640.55
"Fulton, KY",21075,230.56
"Morgan, KY",21175,383.76
"Plaquemines, LA",22075,2428.73
"Jackson, MI",26075,723.82
"Lake, MN",27075,2991.14
"Lauderdale, MS",28075,715.33
"Gentry, MO",29075,491.84
"Randolph, MO",29175,487.69
"Powder River, MT",30075,3298.02
"Grant, NE",31075,783.27
"Valley, NE",31175,570.54
"Oswego, NY",36075,1312.22
"Graham, NC",37075,301.61
"Transylvania, NC",37175,380.57
"Renville, ND",38075,892.11
"Holmes, OH",39075,424.04
"Wyandot, OH",39175,407.65
"Kiowa, OK",40075,1030.74
"Lebanon, PA",42075,362.61
